Year,State_name,District_name,State_code,District_code,villages_surveyed,tot_pop,pop_male,pop_female,tot_hh,MAP_KEY,Banking,Education,Health,Infrastructure,MEGA
2019,BIHAR,VAISHALI,10,224,1582,4014986,2134205,1880781,707345,VAISHALI,0.75,0.78,1,0.67,0.8
2019,MAHARASHTRA,CHANDRAPUR,27,473,1837,1550551,794594,755957,398592,CHANDRAPUR,0.75,0.89,1,0.67,0.8275
2019,KARNATAKA,RAICHUR,29,546,891,1655871,856297,799574,367002,RAICHUR,0.75,0.78,1,0.62,0.7875
2019,PUNJAB,KAPURTHALA,3,35,818,583294,305144,278150,115099,KAPURTHALA,0.88,0.89,1,0.76,0.8825
2019,ASSAM,KOKRAJHAR,18,294,1129,1019845,519809,500036,212389,KOKRAJHAR,0.88,0.89,1,0.76,0.8825
2019,HARYANA,YAMUNANAGAR,6,76,662,847808,446954,400854,157872,YAMUNA NAGAR,0.88,0.78,1,0.43,0.7725
2019,CHHATTISGARH,BILASPUR,22,375,890,1636268,844575,791693,382066,BILASPUR,0.88,0.78,1,0.52,0.795
2019,MADHYA PRADESH,HOSHANGABAD,23,409,914,995889,530687,465202,220920,HOSHANGABAD,0.88,0.78,1,0.52,0.795
2019,ASSAM,SONITPUR,18,301,715,1106769,564405,542364,229999,SONITPUR,0.88,0.89,1,0.76,0.8825
2019,ASSAM,TINSUKIA,18,302,1136,1346556,683684,662872,275086,TINSUKIA,0.88,0.78,1,0.76,0.855
2019,JAMMU AND KASHMIR,KUPWARA,1,8,560,1034576,543566,491010,152243,KUPWARA,0.75,0.78,1,0.67,0.8
2019,RAJASTHAN,ALWAR,8,87,2099,3523965,1873684,1650281,666130,ALWAR,0.75,0.78,1,0.67,0.8
2019,RAJASTHAN,BHARATPUR,8,91,1523,2306790,1232682,1074108,414950,BHARATPUR,0.75,0.67,1,0.67,0.7725
2019,UTTAR PRADESH,KANPUR NAGAR,9,157,1015,2032860,1104090,928770,377962,KANPUR NAGAR,0.75,0.78,1,0.62,0.7875
2019,UTTAR PRADESH,SAHARANPUR,9,177,1527,2837146,1511067,1326079,510307,SAHARANPUR,0.75,0.78,1,0.67,0.8
2019,BIHAR,BHOJPUR,10,193,1218,3048551,1638637,1409914,478513,BHOJPUR,0.75,0.78,1,0.71,0.81
2019,ASSAM,CACHAR,18,282,1107,1797760,928638,869122,381356,CACHAR,0.75,0.78,1,0.71,0.81
2019,MEGHALAYA,WEST KHASI HILLS,17,279,719,325794,160957,164837,54052,WEST KHASI HILLS,0.88,0.67,1,0.76,0.8275
2019,CHHATTISGARH,RAJNANDGAON,22,388,1604,1410132,704100,706032,290947,RAJNANDGAON,0.88,0.78,1,0.52,0.795
2019,HIMACHAL PRADESH,HAMIRPUR,2,17,1749,560516,281453,279063,134729,HAMIRPUR,0.75,1,1,0.57,0.83
2019,HIMACHAL PRADESH,KANGRA,2,18,3692,1748514,893114,855400,424290,KANGRA,0.75,0.89,1,0.57,0.8025
2019,KARNATAKA,BENGALURU URBAN,29,525,806,1248619,660781,587838,316843,BENGALURU URBAN,0.75,0.78,1,0.57,0.775
2019,UTTAR PRADESH,BANDA,9,128,682,1992877,1083739,909138,369296,BANDA,0.88,0.78,1,0.62,0.82
2019,UTTAR PRADESH,ETAH,9,138,883,1881175,1017004,864171,308125,ETAH,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,ETAWAH,9,139,691,1455218,791713,663505,270138,ETAWAH,0.88,0.78,1,0.62,0.82
2019,UTTAR PRADESH,JHANSI,9,153,755,1430881,778395,652486,270782,JHANSI,0.88,0.78,1,0.67,0.8325
2019,MADHYA PRADESH,ANUPPUR,23,390,571,672728,345879,326849,184475,ANUPPUR,0.88,0.78,1,0.57,0.8075
2019,BIHAR,ROHTAS,10,215,2073,2842303,1506695,1335608,466224,ROHTAS,0.75,0.78,1,0.71,0.81
2019,RAJASTHAN,BUNDI,8,94,888,1068290,552557,515733,220648,BUNDI,0.88,0.78,1,0.76,0.855
2019,ARUNACHAL PRADESH,ANJAW,12,628,248,20423,11025,9398,4194,ANJAW,1,1,1,0.86,0.965
2019,RAJASTHAN,RAJSAMAND,8,112,1080,1063055,538647,524408,274020,RAJSAMAND,0.88,0.89,1,0.62,0.8475
2019,ASSAM,DHUBRI,18,285,892,1658161,863823,794338,342823,DHUBRI,0.88,0.78,1,0.81,0.8675
2019,RAJASTHAN,HANUMANGARH,8,101,1908,1703503,903468,800035,382365,HANUMANGARH,0.75,0.89,1,0.76,0.85
2019,ASSAM,NAGAON,18,297,979,2115270,1095653,1019617,421404,NAGAON,0.75,0.78,1,0.76,0.8225
2019,JAMMU AND KASHMIR,SHOPIAN,1,625,227,274289,141173,133116,48530,SHOPIAN,0.75,0.78,1,0.67,0.8
2019,JAMMU AND KASHMIR,REASI,1,627,292,504001,272475,231526,91711,REASI,0.75,0.78,0.88,0.71,0.78
2019,MADHYA PRADESH,SIDHI,23,433,1028,1270879,665233,605646,293788,SIDHI,0.88,0.78,1,0.57,0.8075
2019,KARNATAKA,KOPPAL,29,543,648,1245931,641661,604270,266522,KOPPAL,0.75,0.78,1,0.71,0.81
2019,HIMACHAL PRADESH,MANDI,2,22,2851,1110906,561319,549587,299805,MANDI,0.75,0.89,1,0.62,0.815
2019,UTTARAKHAND,PAURI GARHWAL,5,52,3392,474031,224247,249784,112503,PAURI GARHWAL,0.75,0.89,1,0.57,0.8025
2019,BIHAR,MUZAFFARPUR,10,208,1832,5679024,3060130,2618894,1179465,MUZAFFARPUR,0.75,0.78,1,0.62,0.7875
2019,BIHAR,SARAN,10,218,1685,4596025,2418234,2177791,745411,SARAN,0.75,0.78,1,0.62,0.7875
2019,KARNATAKA,BAGALKOT,29,524,668,1474236,757736,716500,308523,BAGALKOT,0.62,0.56,1,0.62,0.7
2019,KARNATAKA,BALLARI,29,528,809,2035472,1055874,979598,464678,BALLARI,0.62,0.56,1,0.62,0.7
2019,KARNATAKA,BIDAR,29,529,661,1609351,846021,763330,303489,BIDAR,0.62,0.67,1,0.67,0.74
2019,KARNATAKA,CHIKKAMAGALURU,29,532,1039,998919,504198,494721,247888,CHIKKAMAGALURU,0.75,0.78,1,0.62,0.7875
2019,KARNATAKA,HAVERI,29,540,726,1499466,789284,710182,315875,HAVERI,0.62,0.56,1,0.62,0.7
2019,KARNATAKA,TUMAKURU,29,548,2608,2334748,1203552,1131196,558422,TUMAKURU,0.75,0.78,1,0.62,0.7875
2019,UTTAR PRADESH,BALLIA,9,126,1842,3708176,1975559,1732617,634115,BALLIA,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,BAREILLY,9,130,1920,3794068,2034434,1759634,645432,BAREILLY,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,FARRUKHABAD,9,141,1010,1778739,954973,823766,287919,FARRUKHABAD,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,JALAUN,9,151,1155,1591937,866889,725048,278792,JALAUN,0.88,0.78,1,0.71,0.8425
2019,MADHYA PRADESH,BARWANI,23,393,711,1424708,731325,693383,274281,BARWANI,0.88,0.78,1,0.48,0.785
2019,MADHYA PRADESH,GWALIOR,23,407,536,757899,412453,345446,150196,GWALIOR,0.88,0.78,1,0.48,0.785
2019,BIHAR,KAIMUR (BHABUA),10,200,1693,1872759,988739,884020,319088,KAIMUR,0.88,0.89,1,0.71,0.87
2019,JAMMU AND KASHMIR,KISHTWAR,1,620,200,277968,146744,131224,66672,KISHTWAR,0.88,0.67,0.88,0.67,0.775
2019,RAJASTHAN,BARAN,8,89,1238,1150688,600039,550649,234676,BARAN,0.75,0.78,1,0.76,0.8225
2019,RAJASTHAN,CHITTORGARH,8,95,1771,1403545,716567,686978,332530,CHITTORGARH,0.75,0.78,1,0.76,0.8225
2019,ODISHA,NABARANGPUR,21,366,875,1161113,578759,582354,278019,NABARANGPUR,0.88,0.78,1,0.71,0.8425
2019,ODISHA,NAYAGARH,21,367,1683,956892,502062,454830,228364,NAYAGARH,0.88,0.89,1,0.71,0.87
2019,ODISHA,PURI,21,369,1632,1586086,817821,768265,354304,PURI,0.88,0.78,1,0.71,0.8425
2019,HIMACHAL PRADESH,SOLAN,2,25,2471,534156,272557,261599,117828,SOLAN,0.75,1,1,0.67,0.855
2019,RAJASTHAN,JAIPUR,8,102,2217,3551951,1850895,1701056,694355,JAIPUR,0.75,0.78,1,0.62,0.7875
2019,BIHAR,SIWAN,10,222,1529,3713148,1892342,1820806,622511,SIWAN,0.75,0.78,1,0.67,0.8
2019,WEST BENGAL,BIRBHUM,19,307,2312,3610255,1868008,1742247,823777,BIRBHUM,0.75,0.89,1,0.67,0.8275
2019,WEST BENGAL,MEDINIPUR EAST,19,317,2983,5319435,2768254,2551181,1164311,PURBA MEDINIPUR,0.75,0.89,1,0.62,0.815
2019,ANDHRA PRADESH,SRIKAKULAM,28,519,1941,2808430,1409472,1398958,756004,SRIKAKULAM,0.75,0.89,1,0.62,0.815
2019,KARNATAKA,RAMANAGARA,29,631,909,978307,503911,474396,239244,RAMANAGARA,0.75,0.78,1,0.62,0.7875
2019,UTTAR PRADESH,BALRAMPUR,9,127,1016,2373576,1246592,1126984,372136,BALRAMPUR,0.88,0.78,1,0.76,0.855
2019,HIMACHAL PRADESH,CHAMBA,2,16,1491,630848,318072,312776,140833,CHAMBA,0.88,0.89,1,0.57,0.835
2019,UTTARAKHAND,TEHRI GARHWAL,5,55,1796,656992,327494,329498,132566,TEHRI GARHWAL,0.88,0.89,1,0.62,0.8475
2019,UTTAR PRADESH,FIROZABAD,9,143,797,2075544,1126080,949464,336349,FIROZABAD,0.88,0.78,1,0.57,0.8075
2019,UTTAR PRADESH,SHRAVASTI,9,181,539,1371027,732849,638178,239289,SHRAVASTI,0.88,0.78,1,0.57,0.8075
2019,BIHAR,KATIHAR,10,201,1533,3891792,2065244,1826548,787451,KATIHAR,0.88,0.78,1,0.62,0.82
2019,TRIPURA,South Tripura,16,271,269,463545,235508,228037,114289,SOUTH TRIPURA,0.75,0.56,0.75,0.62,0.67
2019,CHHATTISGARH,JASHPUR,22,380,755,863513,433715,429798,200900,JASHPUR,0.88,0.67,1,0.52,0.7675
2019,MADHYA PRADESH,DATIA,23,401,610,700220,378543,321677,143158,DATIA,0.88,0.78,1,0.52,0.795
2019,MADHYA PRADESH,EAST NIMAR,23,405,718,1195518,623085,572433,247650,KHANDWA,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,SHAJAPUR,23,430,593,899908,479611,420297,185999,SHAJAPUR,0.88,0.78,1,0.52,0.795
2019,MADHYA PRADESH,SINGRAULI,23,638,740,1158788,611008,547780,268993,SINGRAULI,0.88,0.78,1,0.57,0.8075
2019,ODISHA,MALKANGIRI,21,364,1019,564907,282282,282625,137479,MALKANGIRI,0.88,0.78,1,0.71,0.8425
2019,ODISHA,SAMBALPUR,21,371,1198,699912,353915,345997,174752,SAMBALPUR,0.88,0.78,1,0.76,0.855
2019,RAJASTHAN,BARMER,8,90,2699,2770010,1467713,1302297,550198,BARMER,0.75,0.78,1,0.71,0.81
2019,UTTAR PRADESH,BIJNOR,9,132,2994,3539666,1884809,1654857,623921,BIJNOR,0.75,0.89,1,0.67,0.8275
2019,WEST BENGAL,PURULIA,19,321,2662,3344677,1731805,1612872,606068,PURULIA,0.75,0.78,1,0.67,0.8
2019,ODISHA,KHORDHA,21,362,1497,1363062,707205,655857,302503,KHORDHA,0.75,0.78,1,0.71,0.81
2019,KARNATAKA,SHIVAMOGGA,29,547,1697,1262197,639424,622773,302141,SHIVAMOGGA,0.75,0.78,1,0.76,0.8225
2019,RAJASTHAN,TONK,8,116,1207,1363775,714862,648913,276952,TONK,0.88,0.78,1,0.76,0.855
2019,ARUNACHAL PRADESH,Kra Daadi,12,677,305,44716,21814,22902,7866,KRA DAADI,1,1,1,0.86,0.965
2019,JAMMU AND KASHMIR,PULWAMA,1,11,350,541945,281006,260939,88566,PULWAMA,0.88,0.67,0.88,0.57,0.75
2019,JAMMU AND KASHMIR,UDHAMPUR,1,14,404,570762,298477,272285,106059,UDHAMPUR,0.88,0.67,1,0.62,0.7925
2019,PUNJAB,GURDASPUR,3,32,1390,1487169,779003,708166,271703,GURDASPUR,0.88,0.89,1,0.71,0.87
2019,UTTARAKHAND,BAGESHWAR,5,46,858,258576,125817,132759,57544,BAGESHWAR,0.88,0.89,1,0.67,0.86
2019,RAJASTHAN,JODHPUR,8,107,1879,2918468,1544789,1373679,614881,JODHPUR,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,KANNAUJ,9,155,692,1775194,961465,813729,290017,KANNAUJ,0.88,0.78,1,0.62,0.82
2019,UTTAR PRADESH,LALITPUR,9,161,752,1329328,706602,622726,280580,LALITPUR,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,LUCKNOW,9,162,804,1843961,978157,865804,341249,LUCKNOW,0.88,0.78,1,0.57,0.8075
2019,UTTAR PRADESH,MAHARAJGANJ,9,164,1259,2989934,1574295,1415639,512259,MAHARAJGANJ,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,MATHURA,9,167,835,2014905,1090463,924442,348965,MATHURA,0.88,0.78,1,0.62,0.82
2019,UTTAR PRADESH,RAE BARELI,9,175,1569,3100637,1622374,1478263,582081,RAEBARELI,0.88,0.78,1,0.57,0.8075
2019,UTTAR PRADESH,BHADOHI,9,179,1090,1935943,1018293,917650,305800,BHADOHI,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,VARANASI,9,187,1309,3291600,1732854,1558746,532304,VARANASI,0.88,0.89,0.88,0.62,0.8175
2019,BIHAR,NALANDA,10,209,1060,2756951,1451332,1305619,490784,NALANDA,0.88,0.78,1,0.67,0.8325
2019,MADHYA PRADESH,ASHOKNAGAR,23,391,851,827087,444375,382712,184447,ASHOK NAGAR,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,SEHORE,23,427,1059,1237120,651213,585907,244241,SEHORE,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,SEONI,23,428,1596,1403928,713031,690897,334057,SEONI,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,SHEOPUR,23,431,518,704677,378325,326352,166051,SHEOPUR,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,UMARIA,23,436,602,607513,314666,292847,143262,UMARIA,0.88,0.78,1,0.52,0.795
2019,JAMMU AND KASHMIR,SAMBA,1,624,379,307309,160093,147216,61809,SAMBA,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,Kasganj,9,633,654,1316081,711018,605063,236188,KASGANJ,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,Amethi,9,640,989,2119472,1115946,1003526,371189,AMETHI,0.88,0.78,1,0.62,0.82
2019,MAHARASHTRA,BULDHANA,27,472,1444,2187031,1148238,1038793,529132,BULDHANA,0.88,0.78,1,0.48,0.785
2019,MAHARASHTRA,NAGPUR,27,484,1870,1740846,899602,841244,429128,NAGPUR,0.88,0.89,1,0.52,0.8225
2019,ANDHRA PRADESH,VIZIANAGARAM,28,521,1616,2122834,1060998,1061836,579432,VIZIANAGARAM,0.75,0.89,1,0.57,0.8025
2019,MADHYA PRADESH,SAGAR,23,425,1924,2026814,1094256,932558,461709,SAGAR,0.88,0.78,1,0.62,0.82
2019,MAHARASHTRA,GADCHIROLI,27,475,1645,916307,464260,452047,232888,GADCHIROLI,0.88,0.89,1,0.67,0.86
2019,RAJASTHAN,GANGANAGAR,8,100,3046,1619148,857678,761470,364203,GANGANAGAR,0.75,0.89,1,0.76,0.85
2019,KARNATAKA,UTTAR KANNAD,29,550,1348,1113491,566798,546693,286120,UTTARA KANNADA,0.88,0.78,1,0.71,0.8425
2019,JAMMU AND KASHMIR,ANANTNAG,1,1,506,1106470,579200,527270,176367,ANANTNAG,0.88,0.67,1,0.67,0.805
2019,JAMMU AND KASHMIR,POONCH,1,10,274,588723,308982,279741,122754,POONCH,0.88,0.67,1,0.62,0.7925
2019,HIMACHAL PRADESH,LAHUL AND SPITI,2,21,361,39800,19821,19979,7437,LAHAUL AND SPITI,0.88,0.89,1,0.71,0.87
2019,RAJASTHAN,BHILWARA,8,92,1916,2202636,1130568,1072068,488267,BHILWARA,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,AGRA,9,118,943,3112265,1687094,1425171,515759,AGRA,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,ALIGARH,9,119,1174,2918352,1575485,1342867,501687,ALIGARH,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,AMBEDKAR NAGAR,9,121,1717,2569713,1334071,1235642,431010,AMBEDKAR NAGAR,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,BAHRAICH,9,125,1398,4140313,2205701,1934612,797616,BAHRAICH,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,BARABANKI,9,129,1828,3366531,1800196,1566335,641821,BARABANKI,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,BUDAUN,9,133,1685,3237430,1768445,1468985,548471,BUDAUN,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,AYODHYA,9,140,1249,2691918,1399717,1292201,459020,FAIZABAD,0.88,0.78,1,0.62,0.82
2019,UTTAR PRADESH,GONDA,9,147,1817,3766648,1996249,1770399,666021,GONDA,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,HARDOI,9,150,2060,4709725,2547925,2161800,831429,HARDOI,0.88,0.78,1,0.62,0.82
2019,UTTAR PRADESH,AMROHA,9,154,1206,1781116,941829,839287,320374,AMROHA,0.88,0.78,1,0.67,0.8325
2019,UTTAR PRADESH,KANPUR DEHAT,9,156,1047,2205129,1203289,1001840,399995,KANPUR DEHAT,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,KAUSHAMBI,9,158,843,1702491,904017,798474,298695,KAUSHAMBI,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,KUSHI NAGAR,9,160,1525,4073677,2123255,1950422,694474,KUSHINAGAR,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,MAINPURI,9,166,828,1878586,1011133,867453,323638,MAINPURI,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,MAU,9,168,1558,2156179,1113771,1042408,335581,MAU,0.88,0.89,1,0.67,0.86
2019,UTTAR PRADESH,PILIBHIT,9,173,1485,2269791,1221665,1048126,401418,PILIBHIT,0.88,0.78,1,0.71,0.8425
2019,BIHAR,NAWADA,10,210,1081,2340386,1231175,1109211,445936,NAWADA,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,KODERMA,20,334,597,701468,364605,336863,166815,KODERMA,0.88,0.78,1,0.71,0.8425
2019,MADHYA PRADESH,BHOPAL,23,396,499,522110,281159,240951,105968,BHOPAL,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,NEEMUCH,23,419,801,630631,326593,304038,148352,NEEMUCH,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,DEWAS,23,402,1047,1255166,649974,605192,263407,DEWAS,0.88,0.78,1,0.48,0.785
2019,MADHYA PRADESH,UJJAIN,23,435,1101,1370412,712681,657731,284589,UJJAIN,0.88,0.78,1,0.48,0.785
2019,MAHARASHTRA,YAVATMAL,27,500,2121,2204299,1143514,1060785,543448,YAVATMAL,0.88,0.89,1,0.57,0.835
2019,WEST BENGAL,MEDINIPUR WEST,19,318,5529,4747653,2462589,2285064,1048976,PASCHIM MEDINIPUR,0.75,0.89,1,0.81,0.8625
2019,ARUNACHAL PRADESH,EAST KAMENG,12,231,303,77883,37413,40470,15691,EAST KAMENG,1,0.89,1,0.81,0.925
2019,MANIPUR,CHANDEL,14,253,327,73695,35319,38376,14757,CHANDEL,0.88,0.78,1,0.86,0.88
2019,MEGHALAYA,SOUTH GARO HILLS,17,277,710,175164,87795,87369,34395,SOUTH GARO HILLS,0.88,0.78,1,0.86,0.88
2019,WEST BENGAL,PURBA BARDHAMAN,19,306,2177,4877817,2535718,2342099,1129106,PURBA BARDHAMAN,0.75,0.78,0.88,0.67,0.77
2019,JAMMU AND KASHMIR,DODA,1,4,454,513303,273067,240236,108537,DODA,0.88,0.67,0.88,0.71,0.785
2019,RAJASTHAN,KARAULI,8,108,895,1487356,800657,686699,269440,KARAULI,0.88,0.78,1,0.76,0.855
2019,UTTAR PRADESH,AURAIYA,9,122,847,1378967,750737,628230,252721,AURAIYA,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,CHANDAULI,9,135,1640,2101637,1107087,994550,342198,CHANDAULI,0.88,0.89,1,0.76,0.8825
2019,UTTAR PRADESH,KHERI,9,159,1743,4467570,2430279,2037291,852455,LAKHIMPUR KHERI,0.88,0.78,1,0.76,0.855
2019,UTTAR PRADESH,MORADABAD,9,171,1132,2639780,1399324,1240456,427971,MORADABAD,0.88,0.78,1,0.76,0.855
2019,MEGHALAYA,RI BHOI,17,276,568,324318,161591,162727,56975,RI-BHOI,0.88,0.67,1,0.71,0.815
2019,MEGHALAYA,WEST GARO HILLS,17,278,1005,454413,226542,227871,98428,WEST GARO HILLS,0.88,0.67,1,0.71,0.815
2019,JHARKHAND,GARHWA,20,328,862,1301200,683176,618024,304485,GARHWA,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,GUMLA,20,331,948,1094243,558275,535968,221088,GUMLA,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,LATEHAR,20,335,754,772683,397913,374770,166468,LATEHAR,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,SIMDEGA,20,342,448,606323,303061,303262,118470,SIMDEGA,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,RAMGARH,20,607,334,860419,447292,413127,209297,RAMGARH,0.88,0.78,1,0.71,0.8425
2019,JAMMU AND KASHMIR,KULGAM,1,622,311,456491,243081,213410,78959,KULGAM,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,SAMBHAL,9,659,997,2170779,1160537,1010242,360259,SAMBHAL,0.88,0.78,1,0.71,0.8425
2019,ODISHA,KENDRAPARA,21,360,1320,1417985,729001,688984,297740,KENDRAPARA,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,BETUL,23,394,1441,1434667,738473,696194,309002,BETUL,0.88,0.78,1,0.52,0.795
2019,MADHYA PRADESH,DAMOH,23,400,1186,1280479,682469,598010,323580,DAMOH,0.88,0.78,1,0.52,0.795
2019,MADHYA PRADESH,KATNI,23,413,928,1222098,639807,582291,278224,KATNI,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,KHARGONE,23,414,1306,1878016,975851,902165,374272,KHARGONE,0.88,0.78,1,0.52,0.795
2019,MADHYA PRADESH,PANNA,23,420,953,1144998,614190,530808,253205,PANNA,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,SATNA,23,426,1791,2135275,1131420,1003855,501389,SATNA,0.88,0.78,1,0.62,0.82
2019,MADHYA PRADESH,SHIVPURI,23,432,1287,1663313,922650,740663,357886,SHIVPURI,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,VIDISHA,23,437,1585,1290090,694634,595456,268378,VIDISHA,0.88,0.78,1,0.52,0.795
2019,MAHARASHTRA,WARDHA,27,498,1373,950618,490445,460173,249220,WARDHA,0.88,0.89,1,0.62,0.8475
2019,CHHATTISGARH,BALODA BAZAR,22,644,963,1338211,671014,667197,292682,BALODA BAZAR,0.88,0.67,1,0.52,0.7675
2019,ARUNACHAL PRADESH,KURUNG KUMEY,12,233,262,38538,19839,18699,6707,KURUNG KUMEY,1,1,1,0.86,0.965
2019,RAJASTHAN,BANSWARA,8,88,1537,1857593,950801,906792,416705,BANSWARA,0.88,0.78,1,0.76,0.855
2019,RAJASTHAN,DAUSA,8,97,1134,1692799,905139,787660,322144,DAUSA,0.88,0.78,1,0.76,0.855
2019,RAJASTHAN,JAISALMER,8,103,810,702836,383125,319711,144177,JAISALMER,0.88,0.78,1,0.76,0.855
2019,RAJASTHAN,JHALAWAR,8,105,1617,1321499,695767,625732,307746,JHALAWAR,0.88,0.78,1,0.76,0.855
2019,JHARKHAND,BOKARO,20,322,710,1642233,869353,772880,424488,BOKARO,0.88,0.78,1,0.76,0.855
2019,JHARKHAND,KHUNTI,20,606,758,530844,269218,261626,109631,KHUNTI,0.88,0.78,1,0.76,0.855
2019,JAMMU AND KASHMIR,BANDIPORA,1,623,212,577349,304352,272997,86069,BANDIPORA,1,0.56,0.75,0.76,0.7675
2019,UTTAR PRADESH,GORAKHPUR,9,148,3341,4526832,2367352,2159480,756606,GORAKHPUR,0.88,0.89,1,0.67,0.86
2019,UTTAR PRADESH,MIRZAPUR,9,170,1942,2955681,1570027,1385654,491645,MIRZAPUR,0.88,0.78,1,0.67,0.8325
2019,BIHAR,BANKA,10,190,2131,2517331,1357894,1159437,452272,BANKA,0.88,0.89,1,0.67,0.86
2019,ODISHA,DHENKANAL,21,352,1209,1184914,613237,571677,286337,DHENKANAL,0.88,0.78,1,0.62,0.82
2019,ODISHA,JAGATSINGHAPUR,21,355,1277,1101534,566055,535479,257670,JAGATSINGHPUR,0.88,0.78,1,0.67,0.8325
2019,CHHATTISGARH,RAIGARH,22,386,1451,1313799,663702,650097,345902,RAIGARH,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,BALAGHAT,23,392,1291,1729101,867123,861978,396736,BALAGHAT,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,CHHATARPUR,23,398,1106,1883493,1014555,868938,374481,CHHATARPUR,0.88,0.78,1,0.67,0.8325
2019,MADHYA PRADESH,CHHINDWARA,23,399,1952,1852402,953332,899070,401653,CHHINDWARA,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,DHAR,23,403,1492,2131432,1093062,1038370,466633,DHAR,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,RATLAM,23,423,1050,1168482,598535,569947,260483,RATLAM,0.88,0.78,1,0.57,0.8075
2019,MADHYA PRADESH,REWA,23,424,2422,2199314,1157513,1041801,504871,REWA,0.88,0.78,1,0.67,0.8325
2019,MADHYA PRADESH,SHAHDOL,23,429,814,973334,503948,469386,264937,SHAHDOL,0.88,0.78,1,0.52,0.795
2019,ANDHRA PRADESH,VISAKHAPATANAM,28,520,3374,2610235,1302319,1307916,711214,VISHAKHAPATNAM,0.88,0.89,1,0.67,0.86
2019,KARNATAKA,BENGALURU RURAL,29,526,1326,842053,437511,404542,196409,BENGALURU RURAL,0.88,0.89,1,0.62,0.8475
2019,KARNATAKA,CHITRADURGA,29,533,1612,1658144,859201,798943,409674,CHITRADURGA,0.88,0.78,1,0.67,0.8325
2019,KARNATAKA,DAVANGERE,29,535,816,1210570,627728,582842,284061,DAVANAGERE,0.88,0.78,1,0.62,0.82
2019,KARNATAKA,KALABURAGI,29,538,928,2241462,1180393,1061069,467403,KALABURAGI,0.75,0.67,1,0.62,0.76
2019,KARNATAKA,MYSURU,29,545,1643,2173009,1112750,1060259,577470,MYSURU,0.88,0.78,1,0.67,0.8325
2019,WEST BENGAL,Jhargram,19,703,2777,1151380,587353,564027,257500,JHARGRAM,0.88,0.89,1,0.81,0.895
2019,WEST BENGAL,BANKURA,19,305,3681,3722977,1915586,1807391,783729,BANKURA,0.75,0.78,1,0.76,0.8225
2019,ARUNACHAL PRADESH,CHANGLANG,12,229,220,57581,29991,27590,13436,CHANGLANG,0.88,0.89,1,0.81,0.895
2019,HIMACHAL PRADESH,SHIMLA,2,23,3075,721165,366584,354581,171528,SHIMLA,0.88,0.89,1,0.71,0.87
2019,RAJASTHAN,UDAIPUR,8,117,2505,2721801,1400701,1321100,645566,UDAIPUR,0.88,0.78,1,0.67,0.8325
